relay,lat,rate,obs,up,down
st.http.2,600.0,300,7,2.091,16.221
st.http.2,600.0,300,8,1.72,6.338
st.http.2,600.0,300,9,1.708,19.464
st.http.2,600.0,300,10,2.089,20.4
st.http.2,600.0,300,11,1.909,13.026
st.http.2,600.0,300,12,1.225,16.109
st.http.2,600.0,300,13,1.74,12.272
st.http.2,600.0,300,14,2.027,15.178
st.http.2,600.0,300,15,2.05,19.582
st.http.2,600.0,300,16,1.986,18.356
st.http.2,600.0,300,17,1.646,6.411
st.http.2,600.0,300,18,2.033,17.486
st.http.2,600.0,300,19,3.162,16.31
st.http.2,600.0,300,20,2.885,18.074
st.http.4,100.0,50,1,22.436,153.905
st.http.4,100.0,50,2,33.342,209.583
st.http.4,100.0,50,3,30.73,238.537
st.http.4,100.0,50,4,31.209,200.26
st.http.4,100.0,50,5,32.722,229.628
st.http.4,100.0,50,6,34.74,254.247
st.http.4,100.0,50,7,34.631,275.953
st.http.4,100.0,50,8,28.091,302.671
st.http.4,100.0,50,9,32.49,328.215
st.http.4,100.0,50,10,33.875,435.067
st.http.4,100.0,50,11,31.248,319.712
st.http.4,100.0,50,12,37.069,505.359
st.http.4,100.0,50,13,33.417,425.986
st.http.4,100.0,50,14,35.107,448.917
st.http.4,100.0,50,15,34.851,397.507
st.http.4,100.0,50,16,35.96,495.774
st.http.4,100.0,50,17,33.402,456.372
st.http.4,100.0,50,18,35.881,456.448
st.http.4,100.0,50,19,35.138,373.454
st.http.4,100.0,50,20,36.149,387.114
st.http.4,100.0,150,1,38.247,603.133
st.http.4,100.0,150,2,34.675,445.879
st.http.4,100.0,150,3,35.689,474.336
st.http.4,100.0,150,4,31.016,416.562
st.http.4,100.0,150,5,31.933,446.707
st.http.4,100.0,150,6,32.32,364.63
st.http.4,100.0,150,7,34.095,494.179
st.http.4,100.0,150,8,14.786,165.886
st.http.4,100.0,150,9,0.0,0.0
st.http.4,100.0,150,10,0.0,0.0
st.http.4,100.0,150,11,0.0,0.12
st.http.4,100.0,150,12,0.0,0.06
st.http.4,100.0,150,13,16.653,195.222
st.http.4,100.0,150,14,26.835,343.657
st.http.4,100.0,150,15,36.211,499.264
st.http.4,100.0,150,16,37.357,520.859
st.http.4,100.0,150,17,38.97,429.576
st.http.4,100.0,150,18,34.077,495.73
st.http.4,100.0,150,19,33.869,474.119
st.http.4,100.0,150,20,41.913,445.884
st.http.4,100.0,300,1,33.348,490.702
st.http.4,100.0,300,2,42.579,502.103
st.http.4,100.0,300,3,32.731,550.401
st.http.4,100.0,300,4,34.403,536.232
st.http.4,100.0,300,5,35.172,405.266
st.http.4,100.0,300,6,30.528,394.616
st.http.4,100.0,300,7,34.152,390.599
st.http.4,100.0,300,8,33.624,321.643
st.http.4,100.0,300,9,34.279,424.14
st.http.4,100.0,300,10,35.372,489.075
st.http.4,100.0,300,11,35.02,392.092
st.http.4,100.0,300,12,37.486,480.502
st.http.4,100.0,300,13,34.643,489.011
st.http.4,100.0,300,14,33.873,465.662
st.http.4,100.0,300,15,39.433,467.147
st.http.4,100.0,300,16,37.626,504.663
st.http.4,100.0,300,17,36.553,445.956
st.http.4,100.0,300,18,37.468,492.174
st.http.4,100.0,300,19,39.532,521.259
st.http.4,100.0,300,20,35.167,456.808
st.http.4,150.0,50,1,20.504,233.181
st.http.4,150.0,50,2,19.236,186.466
st.http.4,150.0,50,3,16.996,300.811
st.http.4,150.0,50,4,17.417,273.356
st.http.4,150.0,50,5,17.934,285.713
st.http.4,150.0,50,6,15.642,222.921
st.http.4,150.0,50,7,18.76,189.805
st.http.4,150.0,50,8,16.043,210.881
st.http.4,150.0,50,9,19.689,311.888
st.http.4,150.0,50,10,15.5,206.938
st.http.4,150.0,50,11,19.232,256.412
st.http.4,150.0,50,12,16.59,148.578
st.http.4,150.0,50,13,15.254,111.285
st.http.4,150.0,50,14,11.542,95.325
st.http.4,150.0,50,15,15.318,107.578
st.http.4,150.0,50,16,15.41,233.576
st.http.4,150.0,50,17,19.034,241.529
st.http.4,150.0,50,18,16.369,245.121
st.http.4,150.0,50,19,17.192,206.049
st.http.4,150.0,50,20,22.533,224.443
st.http.4,150.0,150,1,14.108,193.199
st.http.4,150.0,150,2,15.746,260.707
st.http.4,150.0,150,3,15.976,245.36
st.http.4,150.0,150,4,15.106,208.9
st.http.4,150.0,150,5,28.179,264.739
st.http.4,150.0,150,6,14.843,195.592
st.http.4,150.0,150,7,13.383,154.393
st.http.4,150.0,150,8,13.867,204.268
st.http.4,150.0,150,9,17.19,278.54
st.http.4,150.0,150,10,25.649,208.953
st.http.4,150.0,150,11,15.641,181.214
st.http.4,150.0,150,12,14.183,198.29
st.http.4,150.0,150,13,14.782,199.179
st.http.4,150.0,150,14,12.116,94.456
st.http.4,150.0,150,15,18.941,77.362
st.http.4,150.0,150,16,14.598,212.413
st.http.4,150.0,150,17,14.978,156.963
st.http.4,150.0,150,18,16.806,246.796
st.http.4,150.0,150,19,19.611,206.999
st.http.4,150.0,150,20,16.308,245.225
st.http.4,150.0,300,1,23.427,175.022
st.http.4,150.0,300,2,16.067,243.733
st.http.4,150.0,300,3,15.376,202.6
st.http.4,150.0,300,4,16.896,274.094
st.http.4,150.0,300,5,13.996,181.128
st.http.4,150.0,300,6,15.409,232.309
st.http.4,150.0,300,7,20.045,192.428
st.http.4,150.0,300,8,17.71,232.881
st.http.4,150.0,300,9,16.455,183.052
st.http.4,150.0,300,10,18.591,302.782
st.http.4,150.0,300,11,17.106,224.443
st.http.4,150.0,300,12,17.462,218.27
st.http.4,150.0,300,13,16.228,168.546
st.http.4,150.0,300,14,13.511,95.959
st.http.4,150.0,300,15,16.675,212.728
st.http.4,150.0,300,16,12.665,100.344
st.http.4,150.0,300,17,13.216,164.157
st.http.4,150.0,300,18,14.629,173.342
st.http.4,150.0,300,19,15.116,202.544
st.http.4,150.0,300,20,20.313,234.755
st.http.4,200.0,50,1,11.429,184.163
st.http.4,200.0,50,2,16.547,223.324
st.http.4,200.0,50,3,16.646,139.329
st.http.4,200.0,50,4,11.134,187.899
st.http.4,200.0,50,5,10.765,140.218
st.http.4,200.0,50,6,11.741,209.625
st.http.4,200.0,50,7,10.079,155.422
st.http.4,200.0,50,8,10.52,155.875
st.http.4,200.0,50,9,10.574,194.576
st.http.4,200.0,50,10,12.357,211.243
st.http.4,200.0,50,11,17.75,179.731
st.http.4,200.0,50,12,12.452,171.288
st.http.4,200.0,50,13,9.853,138.289
st.http.4,200.0,50,14,14.677,139.631
st.http.4,200.0,50,15,11.356,179.535
st.http.4,200.0,50,16,7.982,62.545
st.http.4,200.0,50,17,12.677,72.566
st.http.4,200.0,50,18,7.621,51.345
st.http.4,200.0,50,19,7.485,47.628
st.http.4,200.0,50,20,10.386,70.87
st.http.4,200.0,150,1,13.595,140.971
st.http.4,200.0,150,2,10.475,167.476
st.http.4,200.0,150,3,10.26,146.127
st.http.4,200.0,150,4,12.261,105.918
st.http.4,200.0,150,5,10.781,149.543
st.http.4,200.0,150,6,13.307,169.526
st.http.4,200.0,150,7,11.561,166.122
st.http.4,200.0,150,8,10.704,162.03
st.http.4,200.0,150,9,14.258,96.124
st.http.4,200.0,150,10,10.224,163.518
st.http.4,200.0,150,11,12.274,187.996
st.http.4,200.0,150,12,13.787,256.325
st.http.4,200.0,150,13,15.689,175.002
st.http.4,200.0,150,14,10.104,126.436
st.http.4,200.0,150,15,15.423,159.215
st.http.4,200.0,150,16,15.589,156.295
st.http.4,200.0,150,17,11.986,223.263
st.http.4,200.0,150,18,10.441,143.252
st.http.4,200.0,150,19,10.882,174.55
st.http.4,200.0,150,20,12.599,241.79
st.http.4,200.0,300,1,11.235,169.757
st.http.4,200.0,300,2,12.797,154.421
st.http.4,200.0,300,3,11.073,176.781
st.http.4,200.0,300,4,16.177,65.992
st.http.4,200.0,300,5,10.743,143.136
st.http.4,200.0,300,6,11.053,158.351
st.http.4,200.0,300,7,10.625,173.594
st.http.4,200.0,300,8,13.154,120.524
st.http.4,200.0,300,9,9.929,144.607
st.http.4,200.0,300,10,14.779,189.226
st.http.4,200.0,300,11,11.487,145.612
st.http.4,200.0,300,12,13.08,166.656
st.http.4,200.0,300,13,10.398,122.081
st.http.4,200.0,300,14,12.958,186.019
st.http.4,200.0,300,15,11.291,134.33
st.http.4,200.0,300,16,9.24,118.153
st.http.4,200.0,300,17,10.811,76.813
st.http.4,200.0,300,18,11.477,180.962
st.http.4,200.0,300,19,11.522,195.132
st.http.4,200.0,300,20,14.544,124.42
st.http.4,250.0,50,1,6.89,93.727
st.http.4,250.0,50,2,7.948,127.597
st.http.4,250.0,50,3,7.548,122.266
st.http.4,250.0,50,4,18.414,99.371
st.http.4,250.0,50,5,8.396,155.764
st.http.4,250.0,50,6,6.758,74.76
st.http.4,250.0,50,7,8.088,137.403
st.http.4,250.0,50,8,7.482,104.498
st.http.4,250.0,50,9,7.539,132.676
st.http.4,250.0,50,10,7.836,117.441
st.http.4,250.0,50,11,7.263,95.68
st.http.4,250.0,50,12,8.578,159.163
st.http.4,250.0,50,13,7.329,119.036
st.http.4,250.0,50,14,8.928,152.852
st.http.4,250.0,50,15,7.724,123.803
st.http.4,250.0,50,16,17.047,65.084
st.http.4,250.0,50,17,9.549,73.674
st.http.4,250.0,50,18,7.821,113.08
st.http.4,250.0,50,19,7.923,138.066
st.http.4,250.0,50,20,6.201,54.605
st.http.4,250.0,150,1,6.234,63.53
st.http.4,250.0,150,2,7.137,110.407
st.http.4,250.0,150,3,8.951,150.188
st.http.4,250.0,150,4,6.823,105.351
st.http.4,250.0,150,5,9.771,122.948
st.http.4,250.0,150,6,9.024,80.146
st.http.4,250.0,150,7,6.662,88.577
st.http.4,250.0,150,8,5.361,84.077
st.http.4,250.0,150,9,14.682,155.879
st.http.4,250.0,150,10,9.488,41.654
st.http.4,250.0,150,11,5.384,46.574
st.http.4,250.0,150,12,5.376,45.279
st.http.4,250.0,150,13,6.899,39.041
st.http.4,250.0,150,14,4.924,43.601
st.http.4,250.0,150,15,7.943,37.172
st.http.4,250.0,150,16,6.646,69.976
st.http.4,250.0,150,17,7.424,116.891
st.http.4,250.0,150,18,8.321,126.798
st.http.4,250.0,150,19,9.96,85.558
st.http.4,250.0,150,20,6.851,110.389
st.http.4,250.0,300,1,11.825,140.935
st.http.4,250.0,300,2,8.323,140.882
st.http.4,250.0,300,3,9.461,63.71
st.http.4,250.0,300,4,8.414,150.512
st.http.4,250.0,300,5,8.574,138.761
st.http.4,250.0,300,6,10.412,147.23
st.http.4,250.0,300,7,9.512,150.265
st.http.4,250.0,300,8,8.638,95.194
st.http.4,250.0,300,9,8.221,124.69
st.http.4,250.0,300,10,11.537,147.593
st.http.4,250.0,300,11,8.572,135.044
st.http.4,250.0,300,12,7.427,117.825
st.http.4,250.0,300,13,11.579,109.833
st.http.4,250.0,300,14,8.482,144.467
st.http.4,250.0,300,15,8.661,143.917
st.http.4,250.0,300,16,9.767,177.65
st.http.4,250.0,300,17,9.899,56.45
st.http.4,250.0,300,18,6.762,97.741
st.http.4,250.0,300,19,6.642,78.456
st.http.4,250.0,300,20,7.559,103.812
st.http.4,300.0,50,1,17.599,130.21
st.http.4,300.0,50,2,7.169,88.346
st.http.4,300.0,50,3,6.171,88.643
st.http.4,300.0,50,4,5.005,53.678
st.http.4,300.0,50,5,4.317,37.64
st.http.4,300.0,50,6,4.446,36.422
st.http.4,300.0,50,7,4.036,35.911
st.http.4,300.0,50,8,4.561,44.611
st.http.4,300.0,50,9,4.048,25.061
st.http.4,300.0,50,10,3.365,24.701
st.http.4,300.0,50,11,4.564,38.476
st.http.4,300.0,50,12,4.536,36.468
st.http.4,300.0,50,13,4.019,36.468
st.http.4,300.0,50,14,3.928,29.06
st.http.4,300.0,50,15,4.378,28.768
st.http.4,300.0,50,16,17.177,28.301
st.http.4,300.0,50,17,5.695,31.636
st.http.4,300.0,50,18,3.783,28.443
st.http.4,300.0,50,19,4.252,39.665
st.http.4,300.0,50,20,4.267,30.42
st.http.4,300.0,150,1,3.934,32.371
st.http.4,300.0,150,2,4.948,46.951
st.http.4,300.0,150,3,4.168,30.632
st.http.4,300.0,150,4,4.246,37.6
st.http.4,300.0,150,5,4.149,35.063
st.http.4,300.0,150,6,4.575,37.64
st.http.4,300.0,150,7,4.152,32.783
st.http.4,300.0,150,8,4.322,42.07
st.http.4,300.0,150,9,4.468,24.992
st.http.4,300.0,150,10,3.529,25.104
st.http.4,300.0,150,11,12.03,36.842
st.http.4,300.0,150,12,6.362,32.47
st.http.4,300.0,150,13,4.88,43.671
st.http.4,300.0,150,14,3.74,32.776
st.http.4,300.0,150,15,4.074,36.037
st.http.4,300.0,150,16,5.172,48.364
st.http.4,300.0,150,17,3.913,25.203
st.http.4,300.0,150,18,4.018,40.005
st.http.4,300.0,150,19,15.22,24.937
st.http.4,300.0,150,20,5.093,49.229
st.http.4,300.0,300,1,5.707,88.491
st.http.4,300.0,300,2,6.763,121.273
st.http.4,300.0,300,3,6.339,105.261
st.http.4,300.0,300,4,6.872,111.793
st.http.4,300.0,300,5,5.288,76.244
st.http.4,300.0,300,6,5.32,61.144
st.http.4,300.0,300,7,6.365,106.978
st.http.4,300.0,300,8,5.519,80.357
st.http.4,300.0,300,9,6.574,100.043
st.http.4,300.0,300,10,7.05,96.454
st.http.4,300.0,300,11,5.959,55.435
st.http.4,300.0,300,12,6.304,105.619
st.http.4,300.0,300,13,5.415,65.372
st.http.4,300.0,300,14,17.208,104.039
st.http.4,300.0,300,15,8.262,76.366
st.http.4,300.0,300,16,5.932,85.253
st.http.4,300.0,300,17,6.231,88.482
st.http.4,300.0,300,18,5.991,94.585
st.http.4,300.0,300,19,5.431,83.915
st.http.4,300.0,300,20,7.548,139.555
st.http.4,350.0,50,1,5.045,93.239
st.http.4,350.0,50,2,5.384,51.482
st.http.4,350.0,50,3,4.289,82.995
st.http.4,350.0,50,4,5.698,96.174
st.http.4,350.0,50,5,6.757,62.469
st.http.4,350.0,50,6,6.445,81.064
st.http.4,350.0,50,7,4.921,66.164
st.http.4,350.0,50,8,5.114,78.073
st.http.4,350.0,50,9,5.295,78.354
st.http.4,350.0,50,10,5.47,111.555
st.http.4,350.0,50,11,19.846,71.64
st.http.4,350.0,50,12,6.249,51.568
st.http.4,350.0,50,13,5.169,68.406
st.http.4,350.0,50,14,3.951,51.719
st.http.4,350.0,50,15,5.225,96.642
st.http.4,350.0,50,16,4.751,51.392
st.http.4,350.0,50,17,3.615,26.927
st.http.4,350.0,50,18,3.799,34.223
st.http.4,350.0,50,19,3.095,13.243
st.http.4,350.0,50,20,3.46,23.248
st.http.4,350.0,150,1,2.814,24.884
st.http.4,350.0,150,2,3.962,32.547
st.http.4,350.0,150,3,3.678,39.475
st.http.4,350.0,150,4,3.75,28.111
st.http.4,350.0,150,5,3.269,32.827
st.http.4,350.0,150,6,3.165,22.571
st.http.4,350.0,150,7,3.819,28.074
st.http.4,350.0,150,8,2.642,22.755
st.http.4,350.0,150,9,12.214,38.082
st.http.4,350.0,150,10,9.572,14.868
st.http.4,350.0,150,11,3.163,22.46
st.http.4,350.0,150,12,3.124,16.828
st.http.4,350.0,150,13,3.267,31.907
st.http.4,350.0,150,14,3.948,34.144
st.http.4,350.0,150,15,3.979,34.776
st.http.4,350.0,150,16,3.052,22.526
st.http.4,350.0,150,17,3.669,33.876
st.http.4,350.0,150,18,3.438,33.006
st.http.4,350.0,150,19,3.631,20.821
st.http.4,350.0,150,20,3.292,32.298
st.http.4,350.0,300,1,3.51,25.789
st.http.4,350.0,300,2,3.415,19.18
st.http.4,350.0,300,3,3.352,23.085
st.http.4,350.0,300,4,3.271,25.276
st.http.4,350.0,300,5,3.109,33.685
st.http.4,350.0,300,6,3.637,16.683
st.http.4,350.0,300,7,3.2,34.056
st.http.4,350.0,300,8,14.15,26.1
st.http.4,350.0,300,9,6.602,41.348
st.http.4,350.0,300,10,3.714,25.41
st.http.4,350.0,300,11,3.642,31.434
st.http.4,350.0,300,12,3.209,22.443
st.http.4,350.0,300,13,3.375,32.521
st.http.4,350.0,300,14,3.557,23.122
st.http.4,350.0,300,15,4.091,36.362
st.http.4,350.0,300,16,2.985,21.51
st.http.4,350.0,300,17,3.695,38.769
st.http.4,350.0,300,18,3.525,27.073
st.http.4,350.0,300,19,11.059,31.704
st.http.4,350.0,300,20,7.391,24.432
st.http.4,400.0,50,1,2.826,28.918
st.http.4,400.0,50,2,3.07,27.357
st.http.4,400.0,50,3,2.876,27.927
st.http.4,400.0,50,4,3.068,22.71
st.http.4,400.0,50,5,2.909,28.222
st.http.4,400.0,50,6,3.183,32.675
st.http.4,400.0,50,7,3.043,26.465
st.http.4,400.0,50,8,3.334,26.168
st.http.4,400.0,50,9,3.23,20.272
st.http.4,400.0,50,10,2.486,21.095
st.http.4,400.0,50,11,3.028,27.835
st.http.4,400.0,50,12,3.083,28.779
st.http.4,400.0,50,13,2.991,25.418
st.http.4,400.0,50,14,2.959,22.559
st.http.4,400.0,50,15,2.249,10.59
st.http.4,400.0,50,16,3.11,24.449
st.http.4,400.0,50,17,2.492,16.978
st.http.4,400.0,50,18,5.61,31.084
st.http.4,400.0,50,19,6.447,22.604
st.http.4,400.0,50,20,3.98,28.318
st.http.4,400.0,150,1,2.934,27.381
st.http.4,400.0,150,2,15.984,28.589
st.http.4,400.0,150,3,3.511,33.054
st.http.4,400.0,150,4,3.718,27.222
st.http.4,400.0,150,5,2.668,7.59
st.http.4,400.0,150,6,2.701,26.823
st.http.4,400.0,150,7,3.223,24.462
st.http.4,400.0,150,8,2.651,22.98
st.http.4,400.0,150,9,3.262,31.249
st.http.4,400.0,150,10,2.984,22.69
st.http.4,400.0,150,11,2.882,27.422
st.http.4,400.0,150,12,2.892,18.54
st.http.4,400.0,150,13,2.823,22.234
st.http.4,400.0,150,14,3.054,31.618
st.http.4,400.0,150,15,2.718,16.855
st.http.4,400.0,150,16,2.88,18.263
st.http.4,400.0,150,17,3.024,30.396
st.http.4,400.0,150,18,2.887,27.346
st.http.4,400.0,150,19,3.518,26.724
st.http.4,400.0,150,20,4.006,28.341
st.http.4,400.0,300,1,4.43,30.245
st.http.4,400.0,300,2,7.239,21.068
st.http.4,400.0,300,3,5.103,24.335
st.http.4,400.0,300,4,3.231,16.251
st.http.4,400.0,300,5,10.782,27.387
st.http.4,400.0,300,6,3.534,63.273
st.http.4,400.0,300,7,6.161,103.356
st.http.4,400.0,300,8,6.145,78.95
st.http.4,400.0,300,9,3.55,68.787
st.http.4,400.0,300,10,5.746,66.72
st.http.4,400.0,300,11,5.111,73.461
st.http.4,400.0,300,12,5.047,39.682
st.http.4,400.0,300,13,4.32,68.279
st.http.4,400.0,300,14,7.406,85.876
st.http.4,400.0,300,15,7.227,48.81
st.http.4,400.0,300,16,2.931,27.436
st.http.4,400.0,300,17,3.675,45.818
st.http.4,400.0,300,18,3.942,49.841
st.http.4,400.0,300,19,3.166,36.276
st.http.4,400.0,300,20,5.377,97.918
st.http.4,450.0,50,1,8.633,38.536
st.http.4,450.0,50,2,9.197,68.723
st.http.4,450.0,50,3,4.175,49.075
st.http.4,450.0,50,4,4.072,73.178
st.http.4,450.0,50,5,3.415,16.798
st.http.4,450.0,50,6,2.884,54.771
st.http.4,450.0,50,7,4.811,101.256
st.http.4,450.0,50,8,4.099,39.48
st.http.4,450.0,50,9,3.03,45.74
st.http.4,450.0,50,10,3.316,41.116
st.http.4,450.0,50,11,3.848,52.536
st.http.4,450.0,50,12,4.017,85.052
st.http.4,450.0,50,13,3.463,22.635
st.http.4,450.0,50,14,2.213,20.999
st.http.4,450.0,50,15,3.262,59.619
st.http.4,450.0,50,16,4.085,39.503
st.http.4,450.0,50,17,3.516,54.504
st.http.4,450.0,50,18,3.63,59.579
st.http.4,450.0,50,19,3.622,51.408
st.http.4,450.0,50,20,3.41,36.164
st.http.4,450.0,150,1,4.237,82.816
st.http.4,450.0,150,2,4.137,58.014
st.http.4,450.0,150,3,3.999,54.976
st.http.4,450.0,150,4,3.223,49.264
st.http.4,450.0,150,5,3.46,66.849
st.http.4,450.0,150,6,13.633,72.744
st.http.4,450.0,150,7,7.42,37.762
st.http.4,450.0,150,8,7.163,69.098
st.http.4,450.0,150,9,5.123,53.74
st.http.4,450.0,150,10,4.698,54.662
st.http.4,450.0,150,11,3.467,44.351
st.http.4,450.0,150,12,3.464,54.606
st.http.4,450.0,150,13,4.355,64.359
st.http.4,450.0,150,14,4.55,62.819
st.http.4,450.0,150,15,3.977,74.521
st.http.4,450.0,150,16,3.907,41.179
st.http.4,450.0,150,17,3.514,57.798
st.http.4,450.0,150,18,4.125,77.942
st.http.4,450.0,150,19,3.246,25.94
st.http.4,450.0,150,20,4.198,77.892
st.http.4,450.0,300,1,4.049,43.608
st.http.4,450.0,300,2,2.496,24.761
st.http.4,450.0,300,3,2.79,27.651
st.http.4,450.0,300,4,2.778,17.66
st.http.4,450.0,300,5,2.591,12.698
st.http.4,450.0,300,6,2.273,24.372
st.http.4,450.0,300,7,2.258,16.016
st.http.4,450.0,300,8,2.487,26.476
st.http.4,450.0,300,9,2.844,11.324
st.http.4,450.0,300,10,1.998,9.408
st.http.4,450.0,300,11,10.336,33.831
st.http.4,450.0,300,12,8.039,12.482
st.http.4,450.0,300,13,4.607,25.221
st.http.4,450.0,300,14,5.596,23.893
st.http.4,450.0,300,15,3.476,33.27
st.http.4,450.0,300,16,2.798,16.82
st.http.4,450.0,300,17,2.886,20.51
st.http.4,450.0,300,18,2.198,26.528
st.http.4,450.0,300,19,2.556,21.592
st.http.4,450.0,300,20,2.55,26.458
st.http.4,500.0,50,1,1.846,12.445
st.http.4,500.0,50,2,2.123,18.832
st.http.4,500.0,50,3,2.471,20.567
st.http.4,500.0,50,4,2.288,22.744
st.http.4,500.0,50,5,2.433,28.243
st.http.4,500.0,50,6,1.898,9.548
st.http.4,500.0,50,7,2.497,17.099
st.http.4,500.0,50,8,1.931,16.59
st.http.4,500.0,50,9,2.197,20.854
st.http.4,500.0,50,10,2.635,22.068
st.http.4,500.0,50,11,2.48,21.482
st.http.4,500.0,50,12,1.933,19.695
st.http.4,500.0,50,13,2.467,12.886
st.http.4,500.0,50,14,2.505,26.41
st.http.4,500.0,50,15,1.775,12.186
st.http.4,500.0,50,16,8.343,19.057
st.http.4,500.0,50,17,6.667,24.571
st.http.4,500.0,50,18,3.912,17.534
st.http.4,500.0,50,19,2.071,12.436
st.http.4,500.0,50,20,2.425,16.038
st.http.4,500.0,150,1,2.32,22.54
st.http.4,500.0,150,2,1.925,14.318
st.http.4,500.0,150,3,2.46,10.632
st.http.4,500.0,150,4,1.885,18.267
st.http.4,500.0,150,5,1.948,20.868
st.http.4,500.0,150,6,2.769,22.564
st.http.4,500.0,150,7,2.547,25.251
st.http.4,500.0,150,8,2.206,21.402
st.http.4,500.0,150,9,2.625,19.89
st.http.4,500.0,150,10,2.721,32.111
st.http.4,500.0,150,11,1.974,12.707
st.http.4,500.0,150,12,2.289,17.326
st.http.4,500.0,150,13,2.648,22.961
st.http.4,500.0,150,14,1.712,16.357
st.http.4,500.0,150,15,5.135,15.839
st.http.4,500.0,150,16,5.185,32.293
st.http.4,500.0,150,17,2.378,16.981
st.http.4,500.0,150,18,2.428,18.875
st.http.4,500.0,150,19,2.129,17.576
st.http.4,500.0,150,20,2.154,13.182
st.http.4,500.0,300,1,2.196,14.08
st.http.4,500.0,300,2,2.012,19.789
st.http.4,500.0,300,3,5.621,30.55
st.http.4,500.0,300,4,1.893,12.516
st.http.4,500.0,300,5,2.558,12.379
st.http.4,500.0,300,6,3.237,20.26
st.http.4,500.0,300,7,1.923,15.324
st.http.4,500.0,300,8,2.573,16.055
st.http.4,500.0,300,9,1.893,16.296
st.http.4,500.0,300,10,2.09,20.419
st.http.4,500.0,300,11,2.778,19.123
st.http.4,500.0,300,12,2.242,24.572
st.http.4,500.0,300,13,10.134,20.935
st.http.4,500.0,300,14,5.519,10.372
st.http.4,500.0,300,15,3.052,13.332
st.http.4,500.0,300,16,2.152,14.781
st.http.4,500.0,300,17,1.792,16.648
st.http.4,500.0,300,18,2.402,18.321
st.http.4,500.0,300,19,2.366,16.562
st.http.4,500.0,300,20,1.558,16.704
st.http.4,550.0,50,1,2.796,21.214
st.http.4,550.0,50,2,2.181,18.87
st.http.4,550.0,50,3,1.906,12.933
st.http.4,550.0,50,4,1.946,10.157
st.http.4,550.0,50,5,1.596,15.355
st.http.4,550.0,50,6,2.541,31.415
st.http.4,550.0,50,7,2.243,17.822
st.http.4,550.0,50,8,2.078,21.193
st.http.4,550.0,50,9,1.988,12.108
st.http.4,550.0,50,10,1.842,12.754
st.http.4,550.0,50,11,1.828,13.058
st.http.4,550.0,50,12,1.686,15.959
st.http.4,550.0,50,13,2.261,11.679
st.http.4,550.0,50,14,2.224,21.237
st.http.4,550.0,50,15,2.29,10.719
st.http.4,550.0,50,16,2.255,19.393
st.http.4,550.0,50,17,1.557,12.253
st.http.4,550.0,50,18,2.264,27.03
st.http.4,550.0,50,19,2.18,10.542
st.http.4,550.0,50,20,11.328,18.577
st.http.4,550.0,150,1,3.754,15.11
st.http.4,550.0,150,2,4.604,22.867
st.http.4,550.0,150,3,4.329,23.599
st.http.4,550.0,150,4,4.061,23.582
st.http.4,550.0,150,5,2.997,14.452
st.http.4,550.0,150,6,2.023,16.578
st.http.4,550.0,150,7,1.755,16.868
st.http.4,550.0,150,8,2.012,12.482
st.http.4,550.0,150,9,1.937,15.676
st.http.4,550.0,150,10,2.328,16.49
st.http.4,550.0,150,11,1.974,16.687
st.http.4,550.0,150,12,2.185,20.371
st.http.4,550.0,150,13,1.763,12.446
st.http.4,550.0,150,14,2.674,24.383
st.http.4,550.0,150,15,1.919,15.455
st.http.4,550.0,150,16,1.58,10.309
st.http.4,550.0,150,17,1.96,12.666
st.http.4,550.0,150,18,1.767,14.918
st.http.4,550.0,150,19,2.094,20.768
st.http.4,550.0,150,20,2.071,15.854
st.http.4,550.0,300,1,2.564,17.413
st.http.4,550.0,300,2,1.854,12.503
st.http.4,550.0,300,3,2.924,18.29
st.http.4,550.0,300,4,4.71,21.4
st.http.4,550.0,300,5,4.299,26.701
st.http.4,550.0,300,6,3.86,13.821
st.http.4,550.0,300,7,1.555,18.599
st.http.4,550.0,300,8,2.565,25.984
st.http.4,550.0,300,9,1.969,16.899
st.http.4,550.0,300,10,1.982,20.859
st.http.4,550.0,300,11,3.763,14.613
st.http.4,550.0,300,12,4.612,14.62
st.http.4,550.0,300,13,3.307,17.165
st.http.4,550.0,300,14,2.079,18.949
st.http.4,550.0,300,15,2.111,16.548
st.http.4,550.0,300,16,1.959,19.668
st.http.4,550.0,300,17,2.398,18.703
st.http.4,550.0,300,18,2.19,16.012
st.http.4,550.0,300,19,1.601,8.867
st.http.4,550.0,300,20,2.149,16.883
st.http.4,600.0,50,1,1.804,6.617
st.http.4,600.0,50,2,1.366,6.85
st.http.4,600.0,50,3,9.789,21.623
st.http.4,600.0,50,4,5.694,13.332
st.http.4,600.0,50,5,2.213,21.348
st.http.4,600.0,50,6,2.132,18.288
st.http.4,600.0,50,7,1.884,12.184
st.http.4,600.0,50,8,1.559,10.218
st.http.4,600.0,50,9,2.031,16.009
st.http.4,600.0,50,10,2.062,15.121
st.http.4,600.0,50,11,1.245,16.738
st.http.4,600.0,50,12,2.041,12.654
st.http.4,600.0,50,13,1.746,16.607
st.http.4,600.0,50,14,2.133,20.018
st.http.4,600.0,50,15,1.927,16.508
st.http.4,600.0,50,16,1.933,16.813
st.http.4,600.0,50,17,1.542,7.154
st.http.4,600.0,50,18,1.925,19.115
st.http.4,600.0,50,19,1.878,12.827
st.http.4,600.0,50,20,1.2,12.356
st.http.4,600.0,150,1,1.732,12.465
